reference,student,label
The tree blocks the light from the Sun.,The tree has a shadow because it is an object that block a light.,incorrect
The tree blocks the light from the Sun.,The tree shown in the picture has a shadow because tree blocked the light of the sun.,correct
The tree blocks the light from the Sun.,It has a shadow because the tree is blocking the light from getting away.,incorrect
The tree blocks the light from the Sun.,The tree is an object blocking the sun so it has a shadow.,correct
The tree blocks the light from the Sun.,The tree has a shadow because it is blocking the sun's light.,correct
A heat sink is any material that absorbs (a lot of) heat.,The cement is heat sink and the wood is heat sink.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,Something that could hold energy.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is an object that can attract heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,Heat sink is anything that gets or contains heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,It is when the sun absorbs the water from the sand.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that traps heat in. Like water it heats up and traps the heat to make boiling water.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is a temperature the water heats up very slowly.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink heats up slowly and cools down slowly.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is a material that can hold a lot of heats. Heat sink heats up materials.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is water that heats up more slowly and cools down more slowly than earth dry materials.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,When the temperature in the thermometer goes down or decreases.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,Something that absorbs heat and loses heat slow like water.,correct
A heat sink is any material that absorbs (a lot of) heat.,It is something like dry soil.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,It is an earth material that takes energy and releases it slowly.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,It is an earth material that absorbs energy slowly and releases it slowly.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is an earth material that absorbs energy slowly and releases it slowly.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,It is a material that decreases heat such as water.,correct
A heat sink is any material that absorbs (a lot of) heat.,When the temperature drops.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,When the heat starts to go down.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,It is a material that may lower heat.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,When the temperature drops.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that absorbs sunlight quickly. Water is the best heat sink.,correct
A heat sink is any material that absorbs (a lot of) heat.,Heat sink is when the temperature drops.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is when a temperature goes up just a little or down a little.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is material that takes in more heat.,correct
